Date,Inning,TopBottom,Ball,Strike,Out,First,Second,Third,Pitcher,PitcherLR,Batter,BatterLR,PitchType,PitchSpeed,PitchLocation,CatcherLocation,PitchResult,UncaughtThirdStrike,KorBB,HitResult,HitType,Catch,OutsOnPlay,ScoresOnPlay,Timestamp,Memo,打撃結果,打球タイプ,捕球者,プレーアウト数,プレー得点数,打点,自責点,メモ
2025/10/4,7,裏,0,1,0,-,-,-,吉野京士郎,北陸大学,右,濱口凌輔,福井工業大学,左,ストレート,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,7,裏,1,1,0,-,-,-,吉野京士郎,北陸大学,右,濱口凌輔,福井工業大学,左,ストレート,,6,,インプレー,1,1,1,0,1,,-,アウト,ライナー,一塁手,1,0,0,0,X2
2025/10/4,7,裏,0,0,1,-,-,-,吉野京士郎,北陸大学,右,池邉 由伸,福井工業大学,左,カーブ,,5,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,7,裏,0,1,1,-,-,-,吉野京士郎,北陸大学,右,池邉 由伸,福井工業大学,左,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,7,裏,1,1,1,-,-,-,吉野京士郎,北陸大学,右,池邉 由伸,福井工業大学,左,ストレート,,4,外角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,二塁手,1,0,0,0,T3
2025/10/4,7,裏,0,0,2,-,-,-,吉野京士郎,北陸大学,右,髙松紳志,福井工業大学,左,ストレート,,4,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,7,裏,0,1,2,-,-,-,吉野京士郎,北陸大学,右,髙松紳志,福井工業大学,左,カーブ,,13,真ん中,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,7,裏,0,2,2,-,-,-,吉野京士郎,北陸大学,右,髙松紳志,福井工業大学,左,ストレート,,11,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,7,裏,0,2,2,-,-,-,吉野京士郎,北陸大学,右,髙松紳志,福井工業大学,左,スライダー,,9,真ん中,インプレー,1,1,1,1,1,,-,二塁打,フライ,左翼手,0,0,0,0,C3
2025/10/4,7,裏,0,0,2,-,○,-,吉野京士郎,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,7,裏,1,0,2,-,○,-,吉野京士郎,北陸大学,右,細川叶人,福井工業大学,右,ストレート,,1,真ん中,インプレー,1,1,1,0,1,,-,アウト,フライ,一塁手,1,0,0,0,X3
2025/10/4,8,表,0,0,0,-,-,-,中本伸太朗,福井工業大学,右,亀澤祐貴,北陸大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,表,1,0,0,-,-,-,中本伸太朗,福井工業大学,右,亀澤祐貴,北陸大学,右,カーブ,,8,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,表,1,1,0,-,-,-,中本伸太朗,福井工業大学,右,亀澤祐貴,北陸大学,右,スライダー,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,表,2,1,0,-,-,-,中本伸太朗,福井工業大学,右,亀澤祐貴,北陸大学,右,ストレート,,5,,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,8,表,2,2,0,-,-,-,中本伸太朗,福井工業大学,右,亀澤祐貴,北陸大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,表,3,2,0,-,-,-,中本伸太朗,福井工業大学,右,亀澤祐貴,北陸大学,右,スライダー,,4,真ん中,インプレー,1,1,1,0,1,,-,アウト,フライ,左翼手,1,0,0,0,H6
2025/10/4,8,表,0,0,1,-,-,-,中本伸太朗,福井工業大学,右,藤田海輝,北陸大学,右,スライダー,,11,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,表,1,0,1,-,-,-,中本伸太朗,福井工業大学,右,藤田海輝,北陸大学,右,カーブ,,8,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,表,1,1,1,-,-,-,中本伸太朗,福井工業大学,右,藤田海輝,北陸大学,右,ストレート,,6,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,8,表,1,2,1,-,-,-,中本伸太朗,福井工業大学,右,藤田海輝,北陸大学,右,ストレート,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,表,2,2,1,-,-,-,中本伸太朗,福井工業大学,右,藤田海輝,北陸大学,右,ストレート,,6,真ん中,インプレー,1,1,1,0,1,,-,アウト,ゴロ,二塁手,1,0,0,0,S2
2025/10/4,8,表,0,0,2,-,-,-,中本伸太朗,福井工業大学,右,植松健太,北陸大学,左,ストレート,,8,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,表,0,1,2,-,-,-,中本伸太朗,福井工業大学,右,植松健太,北陸大学,左,ストレート,,3,内角,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,8,表,0,2,2,-,-,-,中本伸太朗,福井工業大学,右,植松健太,北陸大学,左,カーブ,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,表,1,2,2,-,-,-,中本伸太朗,福井工業大学,右,植松健太,北陸大学,左,カーブ,,6,内角,見逃し,1,1,1,0,0,見逃し三振,-,,,,1,0,0,0,
2025/10/4,8,裏,0,0,0,-,-,-,吉野京士郎,北陸大学,右,野口恭平,福井工業大学,左,ストレート,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,1,0,0,-,-,-,吉野京士郎,北陸大学,右,野口恭平,福井工業大学,左,スライダー,,4,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,1,1,0,-,-,-,吉野京士郎,北陸大学,右,野口恭平,福井工業大学,左,スライダー,,7,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,1,2,0,-,-,-,吉野京士郎,北陸大学,右,野口恭平,福井工業大学,左,ストレート,,13,外角,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
2025/10/4,8,裏,0,0,1,-,-,-,吉野京士郎,北陸大学,右,山田久敬,福井工業大学,左,カーブ,,8,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,0,1,1,-,-,-,吉野京士郎,北陸大学,右,山田久敬,福井工業大学,左,ストレート,,11,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,1,1,1,-,-,-,吉野京士郎,北陸大学,右,山田久敬,福井工業大学,左,スライダー,,14,真ん中,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,2,1,1,-,-,-,吉野京士郎,北陸大学,右,山田久敬,福井工業大学,左,ストレート,,8,内角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,2,2,1,-,-,-,吉野京士郎,北陸大学,右,山田久敬,福井工業大学,左,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,3,2,1,-,-,-,吉野京士郎,北陸大学,右,山田久敬,福井工業大学,左,ストレート,,6,外角,インプレー,1,1,1,0,1,,-,アウト,フライ,左翼手,1,0,0,0,B6
2025/10/4,8,裏,0,0,2,-,-,-,吉野京士郎,北陸大学,右,辻本匡登,福井工業大学,右,スライダー,,4,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,0,1,2,-,-,-,吉野京士郎,北陸大学,右,辻本匡登,福井工業大学,右,スライダー,,6,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,0,2,2,-,-,-,吉野京士郎,北陸大学,右,辻本匡登,福井工業大学,右,ストレート,,6,,インプレー,1,1,1,1,1,,-,単打,ライナー,右翼手,0,0,0,0,V5
2025/10/4,8,裏,0,0,2,○,-,-,吉野京士郎,北陸大学,右,小倉隆貴,福井工業大学,左,スライダー,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,8,裏,1,0,2,○,-,-,吉野京士郎,北陸大学,右,小倉隆貴,福井工業大学,左,ストレート,,1,真ん中,インプレー,1,1,1,0,1,,-,アウト,フライ,左翼手,1,0,0,0,J4
2025/10/4,9,表,0,0,0,-,-,-,中本伸太朗,福井工業大学,右,加藤遥人,北陸大学,右,ストレート,,6,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,0,1,0,-,-,-,中本伸太朗,福井工業大学,右,加藤遥人,北陸大学,右,スライダー,,8,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,0,2,0,-,-,-,中本伸太朗,福井工業大学,右,加藤遥人,北陸大学,右,ストレート,,12,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,1,2,0,-,-,-,中本伸太朗,福井工業大学,右,加藤遥人,北陸大学,右,ストレート,,14,,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,2,2,0,-,-,-,中本伸太朗,福井工業大学,右,加藤遥人,北陸大学,右,スライダー,,9,外角,インプレー,1,1,1,0,1,,-,アウト,ゴロ,一塁手,1,0,0,0,X2
2025/10/4,9,表,0,0,1,-,-,-,中本伸太朗,福井工業大学,右,久保田大成,北陸大学,右,ストレート,,9,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,0,1,1,-,-,-,中本伸太朗,福井工業大学,右,久保田大成,北陸大学,右,スライダー,,14,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,1,1,1,-,-,-,中本伸太朗,福井工業大学,右,久保田大成,北陸大学,右,ストレート,,8,,インプレー,1,1,1,0,1,,-,アウト,ライナー,左翼手,1,0,0,0,G6
2025/10/4,9,表,0,0,2,-,-,-,中本伸太朗,福井工業大学,右,唐澤 旬,北陸大学,左,スライダー,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,1,0,2,-,-,-,中本伸太朗,福井工業大学,右,唐澤 旬,北陸大学,左,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,2,0,2,-,-,-,中本伸太朗,福井工業大学,右,唐澤 旬,北陸大学,左,スライダー,,14,内角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,3,0,2,-,-,-,中本伸太朗,福井工業大学,右,唐澤 旬,北陸大学,左,ストレート,,9,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,表,3,1,2,-,-,-,中本伸太朗,福井工業大学,右,唐澤 旬,北陸大学,左,ストレート,,14,内角,空振り,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,9,表,3,2,2,-,-,-,中本伸太朗,福井工業大学,右,唐澤 旬,北陸大学,左,スライダー,,9,真ん中,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
2025/10/4,9,裏,0,0,0,-,-,-,吉野京士郎,北陸大学,右,伊藤航太,福井工業大学,左,カーブ,,8,真ん中,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,裏,0,1,0,-,-,-,吉野京士郎,北陸大学,右,伊藤航太,福井工業大学,左,ストレート,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,裏,1,1,0,-,-,-,吉野京士郎,北陸大学,右,伊藤航太,福井工業大学,左,ストレート,,8,真ん中,ファウル,1,0,0,0,1,,-,,,,0,0,0,0,
2025/10/4,9,裏,1,2,0,-,-,-,吉野京士郎,北陸大学,右,伊藤航太,福井工業大学,左,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,裏,2,2,0,-,-,-,吉野京士郎,北陸大学,右,伊藤航太,福井工業大学,左,スライダー,,1,真ん中,インプレー,1,1,1,0,1,,-,アウト,フライ,中堅手,1,0,0,0,R6
2025/10/4,9,裏,0,0,1,-,-,-,吉野京士郎,北陸大学,右,濱口凌輔,福井工業大学,左,ストレート,,4,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,裏,0,1,1,-,-,-,吉野京士郎,北陸大学,右,濱口凌輔,福井工業大学,左,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,裏,1,1,1,-,-,-,吉野京士郎,北陸大学,右,濱口凌輔,福井工業大学,左,ストレート,,7,外角,見逃し,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,裏,1,2,1,-,-,-,吉野京士郎,北陸大学,右,濱口凌輔,福井工業大学,左,チェンジアップ,,7,外角,空振り,1,1,1,0,1,空振り三振,-,,,,1,0,0,0,
2025/10/4,9,裏,0,0,2,-,-,-,吉野京士郎,北陸大学,右,池邉 由伸,福井工業大学,左,ストレート,,11,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,裏,1,0,2,-,-,-,吉野京士郎,北陸大学,右,池邉 由伸,福井工業大学,左,スライダー,,13,外角,ボール,1,0,0,0,0,,-,,,,0,0,0,0,
2025/10/4,9,裏,2,0,2,-,-,-,吉野京士郎,北陸大学,右,池邉 由伸,福井工業大学,左,スライダー,,6,真ん中,インプレー,1,1,1,0,1,,-,アウト,フライ,左翼手,1,0,0,0,H6
